n_nodes,n_req,n_msg,exec_time,alpha,tot_utility,jaini,count_assigned,count_unassigned,time_instant,tot_gpu_jobs,tot_gpu_nodes,assigned_sum_gpu,tot_used_gpu,unassigned_sum_gpu,tot_cpu_jobs,tot_cpu_nodes,assigned_sum_cpu,tot_used_cpu,unassigned_sum_cpu,tot_bw_jobs,tot_bw_nodes,assigned_sum_bw,tot_used_bw,unassigned_sum_bw,first_failure_after,node_0_jobs,node_0_utility,node_0_initial_gpu,node_0_updated_gpu,node_0_used_gpu,node_0_initial_cpu,node_0_updated_cpu,node_0_used_cpu,node_0_initial_bw,node_0_updated_bw,node_0_used_bw,node_1_jobs,node_1_utility,node_1_initial_gpu,node_1_updated_gpu,node_1_used_gpu,node_1_initial_cpu,node_1_updated_cpu,node_1_used_cpu,node_1_initial_bw,node_1_updated_bw,node_1_used_bw,node_2_jobs,node_2_utility,node_2_initial_gpu,node_2_updated_gpu,node_2_used_gpu,node_2_initial_cpu,node_2_updated_cpu,node_2_used_cpu,node_2_initial_bw,node_2_updated_bw,node_2_used_bw,node_3_jobs,node_3_utility,node_3_initial_gpu,node_3_updated_gpu,node_3_used_gpu,node_3_initial_cpu,node_3_updated_cpu,node_3_used_cpu,node_3_initial_bw,node_3_updated_bw,node_3_used_bw
4,20,2630,12.139748811721802,1.0,48.0,1.0,6,0,2,1600.0,255236499.04,755.0,2730.0,0,7200.0,1486709991.75,11400.0,15200.0,0,89889.63,400000000000,33004.32,117602.88,0,6,6,12.0,67405446.49,67404763.99,682.5,298967831.39,298964031.39,3800.0,100000000000,99999970599.28,29400.72,6,12.0,44897190.67,44896508.17,682.5,404557743.04,404553943.04,3800.0,100000000000,99999970599.28,29400.72,6,12.0,96796874.42,96796191.92,682.5,501559106.11,501555306.11,3800.0,100000000000,99999970599.28,29400.72,6,12.0,46136987.46,46136304.96,682.5,281625311.21,281621511.21,3800.0,100000000000,99999970599.28,29400.72
4,20,5450,11.65267825126648,1.0,48.0,1.0,6,0,3,1600.0,255236499.04,469.0,1374.0,0,7200.0,1486709991.75,9400.0,22000.0,0,89889.63,400000000000,24183.92,165970.72,0,6,6,12.0,67405446.49,67405102.99,343.5,298967831.39,298962331.39,5500.0,100000000000,99999958507.32,41492.68,6,12.0,44897190.67,44896847.17,343.5,404557743.04,404552243.04,5500.0,100000000000,99999958507.32,41492.68,6,12.0,96796874.42,96796530.92,343.5,501559106.11,501553606.11,5500.0,100000000000,99999958507.32,41492.68,6,12.0,46136987.46,46136643.96,343.5,281625311.21,281619811.21,5500.0,100000000000,99999958507.32,41492.68
4,20,8580,12.0532808303833,1.0,16.0,1.0,2,0,4,1600.0,255236499.04,125.0,699.0,0,7200.0,1486709991.75,1200.0,11800.0,0,89889.63,400000000000,6904.26,179779.24,0,2,2,4.0,67405446.49,67405271.74,174.75,298967831.39,298964881.39,2950.0,100000000000,99999955055.19,44944.81,2,4.0,44897190.67,44897015.92,174.75,404557743.04,404554793.04,2950.0,100000000000,99999955055.19,44944.81,2,4.0,96796874.42,96796699.67,174.75,501559106.11,501556156.11,2950.0,100000000000,99999955055.19,44944.81,2,4.0,46136987.46,46136812.71,174.75,281625311.21,281622361.21,2950.0,100000000000,99999955055.19,44944.81
4,20,11730,6.010620594024658,1.0,0,1,0,0,5,1600.0,255236499.04,0,389.0,0,7200.0,1486709991.75,0,8800.0,0,89889.63,400000000000,0,179779.24,0,0,0,0,67405446.49,67405349.24,97.25,298967831.39,298965631.39,2200.0,100000000000,99999955055.19,44944.81,0,0,44897190.67,44897093.42,97.25,404557743.04,404555543.04,2200.0,100000000000,99999955055.19,44944.81,0,0,96796874.42,96796777.17,97.25,501559106.11,501556906.11,2200.0,100000000000,99999955055.19,44944.81,0,0,46136987.46,46136890.21,97.25,281625311.21,281623111.21,2200.0,100000000000,99999955055.19,44944.81
4,20,14896,17.036200761795044,1.0,0,1,0,0,6,1600.0,255236499.04,0,100.0,0,7200.0,1486709991.75,0,600.0,0,89889.63,400000000000,0,179779.24,0,0,0,0,67405446.49,67405421.49,25.0,298967831.39,298967681.39,150.0,100000000000,99999955055.19,44944.81,0,0,44897190.67,44897165.67,25.0,404557743.04,404557593.04,150.0,100000000000,99999955055.19,44944.81,0,0,96796874.42,96796849.42,25.0,501559106.11,501558956.11,150.0,100000000000,99999955055.19,44944.81,0,0,46136987.46,46136962.46,25.0,281625311.21,281625161.21,150.0,100000000000,99999955055.19,44944.81
4,20,0,9.1552734375e-05,1.0,0,1,0,0,0,500.0,236817224.14,0,0,0,8000.0,1590686311.1100001,0,0,0,134302.91,400000000000,0,0,0,0,0,0,91672190.0,91672190.0,0,299080498.91,299080498.91,0,100000000000,100000000000,0,0,0,39208242.41,39208242.41,0,289320734.76,289320734.76,0,100000000000,100000000000,0,0,0,31766725.59,31766725.59,0,526811670.61,526811670.61,0,100000000000,100000000000,0,0,0,74170066.14,74170066.14,0,475473406.83,475473406.83,0,100000000000,100000000000,0
4,20,798,10.659471988677979,1.0,48.0,1.0,6,0,1,500.0,236817224.14,750.0,750.0,0,8000.0,1590686311.1100001,9700.0,9700.0,0,134302.91,400000000000,28036.48,69512.71,0,6,6,12.0,91672190.0,91672002.5,187.5,299080498.91,299078073.91,2425.0,100000000000,99999985981.76,14018.24,6,12.0,39208242.41,39208054.91,187.5,289320734.76,289318309.76,2425.0,100000000000,99999985981.76,14018.24,6,12.0,31766725.59,31766538.09,187.5,526811670.61,526809245.61,2425.0,100000000000,99999972542.01,27457.99,6,12.0,74170066.14,74169878.64,187.5,475473406.83,475470981.83,2425.0,100000000000,99999985981.76,14018.24
4,20,2626,10.661265134811401,1.0,48.0,1.0,6,0,2,500.0,236817224.14,810.0,1560.0,0,8000.0,1590686311.1100001,11400.0,21100.0,0,134302.91,400000000000,27946.02,137919.3,0,6,6,12.0,91672190.0,91671800.0,390.0,299080498.91,299075223.91,5275.0,100000000000,99999972008.75,27991.25,6,12.0,39208242.41,39207852.41,390.0,289320734.76,289315459.76,5275.0,100000000000,99999972008.75,27991.25,6,12.0,31766725.59,31766335.59,390.0,526811670.61,526806395.61,5275.0,100000000000,99999946054.45,53945.55,6,12.0,74170066.14,74169676.14,390.0,475473406.83,475468131.83,5275.0,100000000000,99999972008.75,27991.25
4,20,5490,10.638680219650269,1.0,48.0,1.0,6,0,3,500.0,236817224.14,365.0,1800.0,0,8000.0,1590686311.1100001,4300.0,24200.0,0,134302.91,400000000000,66418.34,287317.29,0,6,6,12.0,91672190.0,91671740.0,450.0,299080498.91,299074448.91,6050.0,100000000000,99999938799.58,61200.42,6,12.0,39208242.41,39207792.41,450.0,289320734.76,289314684.76,6050.0,100000000000,99999938799.58,61200.42,6,12.0,31766725.59,31766275.59,450.0,526811670.61,526805620.61,6050.0,100000000000,99999896283.97,103716.03,6,12.0,74170066.14,74169616.14,450.0,475473406.83,475467356.83,6050.0,100000000000,99999938799.58,61200.42
4,20,8590,10.233107566833496,1.0,16.0,1.0,2,0,4,500.0,236817224.14,110.0,975.0,0,8000.0,1590686311.1100001,1200.0,13500.0,0,134302.91,400000000000,11902.08,313115.12,0,2,2,4.0,91672190.0,91671946.25,243.75,299080498.91,299077123.91,3375.0,100000000000,99999932848.54,67151.46,2,4.0,39208242.41,39207998.66,243.75,289320734.76,289317359.76,3375.0,100000000000,99999932848.54,67151.46,2,4.0,31766725.59,31766481.84,243.75,526811670.61,526808295.61,3375.0,100000000000,99999888339.26,111660.74,2,4.0,74170066.14,74169822.39,243.75,475473406.83,475470031.83,3375.0,100000000000,99999932848.54,67151.46
4,20,11706,5.008607387542725,1.0,0,1,0,0,5,500.0,236817224.14,0,225.0,0,8000.0,1590686311.1100001,0,3000.0,0,134302.91,400000000000,0,313115.12,0,0,0,0,91672190.0,91672133.75,56.25,299080498.91,299079748.91,750.0,100000000000,99999932848.54,67151.46,0,0,39208242.41,39208186.16,56.25,289320734.76,289319984.76,750.0,100000000000,99999932848.54,67151.46,0,0,31766725.59,31766669.34,56.25,526811670.61,526810920.61,750.0,100000000000,99999888339.26,111660.74,0,0,74170066.14,74170009.89,56.25,475473406.83,475472656.83,750.0,100000000000,99999932848.54,67151.46
4,20,14838,15.032028675079346,1.0,0,1,0,0,6,500.0,236817224.14,0,100.0,0,8000.0,1590686311.1100001,0,600.0,0,134302.91,400000000000,0,313115.12,0,0,0,0,91672190.0,91672165.0,25.0,299080498.91,299080348.91,150.0,100000000000,99999932848.54,67151.46,0,0,39208242.41,39208217.41,25.0,289320734.76,289320584.76,150.0,100000000000,99999932848.54,67151.46,0,0,31766725.59,31766700.59,25.0,526811670.61,526811520.61,150.0,100000000000,99999888339.26,111660.74,0,0,74170066.14,74170041.14,25.0,475473406.83,475473256.83,150.0,100000000000,99999932848.54,67151.46
4,20,0,0.00013256072998046875,1.0,0,1,0,0,0,500.0,500013873.15999997,0,0,0,7200.0,6179353415.290001,0,0,0,102555.91,400000000000,0,0,0,0,0,0,55661703.26,55661703.26,0,1444403924.99,1444403924.99,0,100000000000,100000000000,0,0,0,181975147.69,181975147.69,0,1506481780.69,1506481780.69,0,100000000000,100000000000,0,0,0,90068630.51,90068630.51,0,1855550132.17,1855550132.17,0,100000000000,100000000000,0,0,0,172308391.7,172308391.7,0,1372917577.44,1372917577.44,0,100000000000,100000000000,0
4,20,912,10.673153162002563,1.0,48.0,1.0,6,0,1,500.0,500013873.15999997,660.0,660.0,0,7200.0,6179353415.290001,9400.0,9400.0,0,102555.91,400000000000,31463.56,64920.79,0,6,6,12.0,55661703.26,55661538.26,165.0,1444403924.99,1444401574.99,2350.0,100000000000,99999984268.22,15731.78,6,12.0,181975147.69,181974982.69,165.0,1506481780.69,1506479430.69,2350.0,100000000000,99999984268.22,15731.78,6,12.0,90068630.51,90068465.51,165.0,1855550132.17,1855547782.17,2350.0,100000000000,99999982274.55,17725.45,6,12.0,172308391.7,172308226.7,165.0,1372917577.44,1372915227.44,2350.0,100000000000,99999984268.22,15731.78
4,20,2736,10.657041549682617,1.0,36.0,0.75,6,0,2,500.0,500013873.15999997,870.0,1530.0,0,7200.0,6179353415.290001,14800.0,24200.0,0,102555.91,400000000000,32167.68,113172.31,0,6,0,0,55661703.26,55661320.76,382.5,1444403924.99,1444397874.99,6050.0,100000000000,99999984268.22,15731.78,6,12.0,181975147.69,181974765.19,382.5,1506481780.69,1506475730.69,6050.0,100000000000,99999968184.38,31815.62,6,12.0,90068630.51,90068248.01,382.5,1855550132.17,1855544082.17,6050.0,100000000000,99999966190.71,33809.29,6,12.0,172308391.7,172308009.2,382.5,1372917577.44,1372911527.44,6050.0,100000000000,99999968184.38,31815.62
4,20,5454,10.663541555404663,1.0,48.0,1.0,6,0,3,500.0,500013873.15999997,730.0,1660.0,0,7200.0,6179353415.290001,11400.0,27800.0,0,102555.91,400000000000,28006.51,185269.16,0,6,6,12.0,55661703.26,55661288.26,415.0,1444403924.99,1444396974.99,6950.0,100000000000,99999954181.13,45818.87,6,12.0,181975147.69,181974732.69,415.0,1506481780.69,1506474830.69,6950.0,100000000000,99999954181.13,45818.87,6,12.0,90068630.51,90068215.51,415.0,1855550132.17,1855543182.17,6950.0,100000000000,99999952187.45,47812.55,6,12.0,172308391.7,172307976.7,415.0,1372917577.44,1372910627.44,6950.0,100000000000,99999954181.13,45818.87
4,20,0,0.00011348724365234375,1.0,0,1,0,0,0,300.0,216070432.33,0,0,0,7200.0,1557853808.5900002,0,0,0,112301.89,400000000000,0,0,0,0,0,0,22506106.14,22506106.14,0,424099638.26,424099638.26,0,100000000000,100000000000,0,0,0,53351752.7,53351752.7,0,431143887.01,431143887.01,0,100000000000,100000000000,0,0,0,55861377.74,55861377.74,0,376318590.67,376318590.67,0,100000000000,100000000000,0,0,0,84351195.75,84351195.75,0,326291692.65,326291692.65,0,100000000000,100000000000,0
4,20,0,0.0001468658447265625,1.0,0,1,0,0,0,1000.0,262692510.82,0,0,0,6000.0,1653238152.63,0,0,0,94567.97,400000000000,0,0,0,0,0,0,52994306.18,52994306.18,0,362316630.32,362316630.32,0,100000000000,100000000000,0,0,0,68460710.24,68460710.24,0,362310440.21,362310440.21,0,100000000000,100000000000,0,0,0,66470903.46,66470903.46,0,401815964.39,401815964.39,0,100000000000,100000000000,0,0,0,74766590.94,74766590.94,0,526795117.71,526795117.71,0,100000000000,100000000000,0
4,20,842,10.649820327758789,1.0,48.0,1.0,6,0,1,1000.0,262692510.82,1500.0,1500.0,0,6000.0,1653238152.63,11600.0,11600.0,0,94567.97,400000000000,24007.54,50008.75,0,6,6,12.0,52994306.18,52993931.18,375.0,362316630.32,362313730.32,2900.0,100000000000,99999987996.23,12003.77,6,12.0,68460710.24,68460335.24,375.0,362310440.21,362307540.21,2900.0,100000000000,99999987996.23,12003.77,6,12.0,66470903.46,66470528.46,375.0,401815964.39,401813064.39,2900.0,100000000000,99999986002.56,13997.44,6,12.0,74766590.94,74766215.94,375.0,526795117.71,526792217.71,2900.0,100000000000,99999987996.23,12003.77
4,20,2752,10.662223100662231,1.0,48.0,1.0,6,0,2,1000.0,262692510.82,370.0,1870.0,0,6000.0,1653238152.63,3600.0,15200.0,0,94567.97,400000000000,35706.23,121421.2,0,6,6,12.0,52994306.18,52993838.68,467.5,362316630.32,362312830.32,3800.0,100000000000,99999970143.12,29856.88,6,12.0,68460710.24,68460242.74,467.5,362310440.21,362306640.21,3800.0,100000000000,99999970143.12,29856.88,6,12.0,66470903.46,66470435.96,467.5,401815964.39,401812164.39,3800.0,100000000000,99999968149.44,31850.56,6,12.0,74766590.94,74766123.44,467.5,526795117.71,526791317.71,3800.0,100000000000,99999970143.12,29856.88
4,20,5568,10.64623236656189,1.0,48.0,1.0,6,0,3,1000.0,262692510.82,380.0,950.0,0,6000.0,1653238152.63,3600.0,8400.0,0,94567.97,400000000000,26879.5,175180.23,0,6,6,12.0,52994306.18,52994068.68,237.5,362316630.32,362314530.32,2100.0,100000000000,99999956703.36,43296.64,6,12.0,68460710.24,68460472.74,237.5,362310440.21,362308340.21,2100.0,100000000000,99999956703.36,43296.64,6,12.0,66470903.46,66470665.96,237.5,401815964.39,401813864.39,2100.0,100000000000,99999954709.69,45290.31,6,12.0,74766590.94,74766353.44,237.5,526795117.71,526793017.71,2100.0,100000000000,99999956703.36,43296.64
4,20,8604,10.250508785247803,1.0,16.0,1.0,2,0,4,1000.0,262692510.82,200.0,600.0,0,6000.0,1653238152.63,1200.0,6000.0,0,94567.97,400000000000,7974.7,191129.6,0,2,2,4.0,52994306.18,52994156.18,150.0,362316630.32,362315130.32,1500.0,100000000000,99999952716.02,47283.98,2,4.0,68460710.24,68460560.24,150.0,362310440.21,362308940.21,1500.0,100000000000,99999952716.02,47283.98,2,4.0,66470903.46,66470753.46,150.0,401815964.39,401814464.39,1500.0,100000000000,99999950722.34,49277.66,2,4.0,74766590.94,74766440.94,150.0,526795117.71,526793617.71,1500.0,100000000000,99999952716.02,47283.98
4,20,11656,5.013292074203491,1.0,0,1,0,0,5,1000.0,262692510.82,0,530.0,0,6000.0,1653238152.63,0,3600.0,0,94567.97,400000000000,0,191129.6,0,0,0,0,52994306.18,52994173.68,132.5,362316630.32,362315730.32,900.0,100000000000,99999952716.02,47283.98,0,0,68460710.24,68460577.74,132.5,362310440.21,362309540.21,900.0,100000000000,99999952716.02,47283.98,0,0,66470903.46,66470770.96,132.5,401815964.39,401815064.39,900.0,100000000000,99999950722.34,49277.66,0,0,74766590.94,74766458.44,132.5,526795117.71,526794217.71,900.0,100000000000,99999952716.02,47283.98
4,20,14728,15.047548055648804,1.0,0,1,0,0,6,1000.0,262692510.82,0,100.0,0,6000.0,1653238152.63,0,600.0,0,94567.97,400000000000,0,191129.6,0,0,0,0,52994306.18,52994281.18,25.0,362316630.32,362316480.32,150.0,100000000000,99999952716.02,47283.98,0,0,68460710.24,68460685.24,25.0,362310440.21,362310290.21,150.0,100000000000,99999952716.02,47283.98,0,0,66470903.46,66470878.46,25.0,401815964.39,401815814.39,150.0,100000000000,99999950722.34,49277.66,0,0,74766590.94,74766565.94,25.0,526795117.71,526794967.71,150.0,100000000000,99999952716.02,47283.98
4,20,0,0.00012230873107910156,1.0,0,1,0,0,0,1000.0,254879143.67000002,0,0,0,6000.0,3107960388.3700004,0,0,0,103643.74,400000000000,0,0,0,0,0,0,42273201.24,42273201.24,0,919397331.46,919397331.46,0,100000000000,100000000000,0,0,0,81182953.71,81182953.71,0,597798765.82,597798765.82,0,100000000000,100000000000,0,0,0,59814912.74,59814912.74,0,705919276.94,705919276.94,0,100000000000,100000000000,0,0,0,71608075.98,71608075.98,0,884845014.15,884845014.15,0,100000000000,100000000000,0
4,20,976,10.676341533660889,1.0,48.0,1.0,6,0,1,1000.0,254879143.67000002,850.0,850.0,0,6000.0,3107960388.3700004,12400.0,12400.0,0,103643.74,400000000000,30270.58,62534.83,0,6,6,12.0,42273201.24,42272988.74,212.5,919397331.46,919394231.46,3100.0,100000000000,99999984864.71,15135.29,6,12.0,81182953.71,81182741.21,212.5,597798765.82,597795665.82,3100.0,100000000000,99999984864.71,15135.29,6,12.0,59814912.74,59814700.24,212.5,705919276.94,705916176.94,3100.0,100000000000,99999982871.04,17128.96,6,12.0,71608075.98,71607863.48,212.5,884845014.15,884841914.15,3100.0,100000000000,99999984864.71,15135.29
4,20,2954,10.654482126235962,1.0,48.0,1.0,6,0,2,1000.0,254879143.67000002,430.0,1280.0,0,6000.0,3107960388.3700004,5420.0,17820.0,0,103643.74,400000000000,29588.5,121711.83,0,6,6,12.0,42273201.24,42272881.24,320.0,919397331.46,919392876.46,4455.0,100000000000,99999970070.46,29929.54,6,12.0,81182953.71,81182633.71,320.0,597798765.82,597794310.82,4455.0,100000000000,99999970070.46,29929.54,6,12.0,59814912.74,59814592.74,320.0,705919276.94,705914821.94,4455.0,100000000000,99999968076.79,31923.21,6,12.0,71608075.98,71607755.98,320.0,884845014.15,884840559.15,4455.0,100000000000,99999970070.46,29929.54
4,20,5862,10.672406911849976,1.0,48.0,1.0,6,0,3,1000.0,254879143.67000002,1300.0,2080.0,0,6000.0,3107960388.3700004,3500.0,15520.0,0,103643.74,400000000000,31882.59,185477.0,0,6,6,12.0,42273201.24,42272681.24,520.0,919397331.46,919393451.46,3880.0,100000000000,99999954129.17,45870.83,6,12.0,81182953.71,81182433.71,520.0,597798765.82,597794885.82,3880.0,100000000000,99999954129.17,45870.83,6,12.0,59814912.74,59814392.74,520.0,705919276.94,705915396.94,3880.0,100000000000,99999952135.49,47864.51,6,12.0,71608075.98,71607555.98,520.0,884845014.15,884841134.15,3880.0,100000000000,99999954129.17,45870.83
4,20,0,9.775161743164062e-05,1.0,0,1,0,0,0,300.0,253657692.82999998,0,0,0,6400.0,5609451887.610001,0,0,0,106433.76,400000000000,0,0,0,0,0,0,34607277.86,34607277.86,0,1229914342.7,1229914342.7,0,100000000000,100000000000,0,0,0,92387416.16,92387416.16,0,1618717538.91,1618717538.91,0,100000000000,100000000000,0,0,0,71992468.86,71992468.86,0,1144263774.42,1144263774.42,0,100000000000,100000000000,0,0,0,54670529.95,54670529.95,0,1616556231.58,1616556231.58,0,100000000000,100000000000,0
4,20,784,10.637372732162476,1.0,48.0,1.0,6,0,1,300.0,253657692.82999998,520.0,520.0,0,6400.0,5609451887.610001,8200.0,8200.0,0,106433.76,400000000000,25296.83,67860.87,0,6,6,12.0,34607277.86,34607147.86,130.0,1229914342.7,1229912292.7,2050.0,100000000000,99999979376.89,20623.11,6,12.0,92387416.16,92387286.16,130.0,1618717538.91,1618715488.91,2050.0,100000000000,99999987351.59,12648.41,6,12.0,71992468.86,71992338.86,130.0,1144263774.42,1144261724.42,2050.0,100000000000,99999986003.78,13996.22,6,12.0,54670529.95,54670399.95,130.0,1616556231.58,1616554181.58,2050.0,100000000000,99999979406.87,20593.13
