n_nodes,n_req,n_msg,exec_time,alpha,tot_utility,jaini,count_assigned,count_unassigned,time_instant,tot_gpu_jobs,tot_gpu_nodes,assigned_sum_gpu,tot_used_gpu,unassigned_sum_gpu,tot_cpu_jobs,tot_cpu_nodes,assigned_sum_cpu,tot_used_cpu,unassigned_sum_cpu,tot_bw_jobs,tot_bw_nodes,assigned_sum_bw,tot_used_bw,unassigned_sum_bw,first_failure_after,node_0_jobs,node_0_utility,node_0_initial_gpu,node_0_updated_gpu,node_0_used_gpu,node_0_initial_cpu,node_0_updated_cpu,node_0_used_cpu,node_0_initial_bw,node_0_updated_bw,node_0_used_bw,node_1_jobs,node_1_utility,node_1_initial_gpu,node_1_updated_gpu,node_1_used_gpu,node_1_initial_cpu,node_1_updated_cpu,node_1_used_cpu,node_1_initial_bw,node_1_updated_bw,node_1_used_bw,node_2_jobs,node_2_utility,node_2_initial_gpu,node_2_updated_gpu,node_2_used_gpu,node_2_initial_cpu,node_2_updated_cpu,node_2_used_cpu,node_2_initial_bw,node_2_updated_bw,node_2_used_bw,node_3_jobs,node_3_utility,node_3_initial_gpu,node_3_updated_gpu,node_3_used_gpu,node_3_initial_cpu,node_3_updated_cpu,node_3_used_cpu,node_3_initial_bw,node_3_updated_bw,node_3_used_bw
4,20,2592,10.678993701934814,1.0,48.0,1.0,6,0,2,300.0,253657692.82999998,575.0,1095.0,0,6400.0,5609451887.610001,6000.0,14200.0,0,106433.76,400000000000,31827.85,153578.15,0,6,6,12.0,34607277.86,34607004.11,273.75,1229914342.7,1229910792.7,3550.0,100000000000,99999957315.3,42684.7,6,12.0,92387416.16,92387142.41,273.75,1618717538.91,1618713988.91,3550.0,100000000000,99999971437.66,28562.34,6,12.0,71992468.86,71992195.11,273.75,1144263774.42,1144260224.42,3550.0,100000000000,99999970089.86,29910.14,6,12.0,54670529.95,54670256.2,273.75,1616556231.58,1616552681.58,3550.0,100000000000,99999947579.03,52420.97
4,20,5208,10.676268577575684,1.0,48.0,1.0,6,0,3,300.0,253657692.82999998,674.0,1509.0,0,6400.0,5609451887.610001,13020.0,21820.0,0,106433.76,400000000000,37691.3,275727.84,0,6,6,12.0,34607277.86,34606900.61,377.25,1229914342.7,1229908887.7,5455.0,100000000000,99999901800.86,98199.14,6,12.0,92387416.16,92387038.91,377.25,1618717538.91,1618712083.91,5455.0,100000000000,99999952592.01,47407.99,6,12.0,71992468.86,71992091.61,377.25,1144263774.42,1144258319.42,5455.0,100000000000,99999951244.2,48755.8,6,12.0,54670529.95,54670152.7,377.25,1616556231.58,1616550776.58,5455.0,100000000000,99999918635.09,81364.91
4,20,8198,10.255029201507568,1.0,16.0,1.0,2,0,4,300.0,253657692.82999998,300.0,1224.0,0,6400.0,5609451887.610001,2400.0,18420.0,0,106433.76,400000000000,11617.78,310163.36,0,2,2,4.0,34607277.86,34606971.86,306.0,1229914342.7,1229909737.7,4605.0,100000000000,99999895991.97,104008.03,2,4.0,92387416.16,92387110.16,306.0,1618717538.91,1618712933.91,4605.0,100000000000,99999946783.12,53216.88,2,4.0,71992468.86,71992162.86,306.0,1144263774.42,1144259169.42,4605.0,100000000000,99999945435.32,54564.68,2,4.0,54670529.95,54670223.95,306.0,1616556231.58,1616551626.58,4605.0,100000000000,99999901626.23,98373.77
4,20,11212,5.012526988983154,1.0,0,1,0,0,5,300.0,253657692.82999998,0,564.0,0,6400.0,5609451887.610001,0,10000.0,0,106433.76,400000000000,0,310163.36,0,0,0,0,34607277.86,34607136.86,141.0,1229914342.7,1229911842.7,2500.0,100000000000,99999895991.97,104008.03,0,0,92387416.16,92387275.16,141.0,1618717538.91,1618715038.91,2500.0,100000000000,99999946783.12,53216.88,0,0,71992468.86,71992327.86,141.0,1144263774.42,1144261274.42,2500.0,100000000000,99999945435.32,54564.68,0,0,54670529.95,54670388.95,141.0,1616556231.58,1616553731.58,2500.0,100000000000,99999901626.23,98373.77
4,20,14238,15.048349380493164,1.0,0,1,0,0,6,300.0,253657692.82999998,0,300.0,0,6400.0,5609451887.610001,0,2400.0,0,106433.76,400000000000,0,310163.36,0,0,0,0,34607277.86,34607202.86,75.0,1229914342.7,1229913742.7,600.0,100000000000,99999895991.97,104008.03,0,0,92387416.16,92387341.16,75.0,1618717538.91,1618716938.91,600.0,100000000000,99999946783.12,53216.88,0,0,71992468.86,71992393.86,75.0,1144263774.42,1144263174.42,600.0,100000000000,99999945435.32,54564.68,0,0,54670529.95,54670454.95,75.0,1616556231.58,1616555631.58,600.0,100000000000,99999901626.23,98373.77
4,20,0,9.751319885253906e-05,1.0,0,1,0,0,0,1000.0,615008035.98,0,0,0,8000.0,7855852687.559999,0,0,0,91549.64,400000000000,0,0,0,0,0,0,126116661.26,126116661.26,0,2034119187.09,2034119187.09,0,100000000000,100000000000,0,0,0,74881513.21,74881513.21,0,2465819401.39,2465819401.39,0,100000000000,100000000000,0,0,0,212684085.64,212684085.64,0,2123988540.35,2123988540.35,0,100000000000,100000000000,0,0,0,201325775.87,201325775.87,0,1231925558.73,1231925558.73,0,100000000000,100000000000,0
4,20,752,10.646056652069092,1.0,48.0,1.0,6,0,1,1000.0,615008035.98,875.0,900.0,0,8000.0,7855852687.559999,18800.0,19250.0,0,91549.64,400000000000,22067.68,73840.0,0,6,6,12.0,126116661.26,126116442.51,218.75,2034119187.09,2034114487.09,4700.0,100000000000,99999982886.17,17113.83,6,12.0,74881513.21,74881269.46,243.75,2465819401.39,2465814251.39,5150.0,100000000000,99999965341.51,34658.49,6,12.0,212684085.64,212683866.89,218.75,2123988540.35,2123983840.35,4700.0,100000000000,99999988966.16,11033.84,6,12.0,201325775.87,201325557.12,218.75,1231925558.73,1231920858.73,4700.0,100000000000,99999988966.16,11033.84
4,20,0,0.0002067089080810547,1.0,0,1,0,0,0,1600.0,173114262.42,0,0,0,7200.0,1782273259.15,0,0,0,113385.4,400000000000,0,0,0,0,0,0,22532597.92,22532597.92,0,530641128.44,530641128.44,0,100000000000,100000000000,0,0,0,23648744.17,23648744.17,0,301034092.46,301034092.46,0,100000000000,100000000000,0,0,0,90158441.98,90158441.98,0,525167943.32,525167943.32,0,100000000000,100000000000,0,0,0,36774478.35,36774478.35,0,425430094.93,425430094.93,0,100000000000,100000000000,0
4,20,852,10.656649827957153,1.0,48.0,1.0,6,0,1,1600.0,173114262.42,334.0,334.0,0,7200.0,1782273259.15,8820.0,8820.0,0,113385.4,400000000000,32038.68,72181.97,0,6,6,12.0,22532597.92,22532514.42,83.5,530641128.44,530638923.44,2205.0,100000000000,99999975876.05,24123.95,6,12.0,23648744.17,23648660.67,83.5,301034092.46,301031887.46,2205.0,100000000000,99999983980.66,16019.34,6,12.0,90158441.98,90158358.48,83.5,525167943.32,525165738.32,2205.0,100000000000,99999983980.66,16019.34,6,12.0,36774478.35,36774394.85,83.5,425430094.93,425427889.93,2205.0,100000000000,99999983980.66,16019.34
4,20,2712,10.657034873962402,1.0,48.0,1.0,6,0,2,1600.0,173114262.42,2120.0,2454.0,0,7200.0,1782273259.15,10400.0,19220.0,0,113385.4,400000000000,29811.04,146709.57,0,6,6,12.0,22532597.92,22531984.42,613.5,530641128.44,530636323.44,4805.0,100000000000,99999946065.01,53934.99,6,12.0,23648744.17,23648130.67,613.5,301034092.46,301029287.46,4805.0,100000000000,99999969075.14,30924.86,6,12.0,90158441.98,90157828.48,613.5,525167943.32,525163138.32,4805.0,100000000000,99999969075.14,30924.86,6,12.0,36774478.35,36773864.85,613.5,425430094.93,425425289.93,4805.0,100000000000,99999969075.14,30924.86
4,20,5646,10.700783014297485,1.0,48.0,1.0,6,0,3,1600.0,173114262.42,275.0,2495.0,0,7200.0,1782273259.15,3020.0,14020.0,0,113385.4,400000000000,39633.61,241836.21,0,6,6,12.0,22532597.92,22531974.17,623.75,530641128.44,530637623.44,3505.0,100000000000,99999910388.77,89611.23,6,12.0,23648744.17,23648120.42,623.75,301034092.46,301030587.46,3505.0,100000000000,99999949258.34,50741.66,6,12.0,90158441.98,90157818.23,623.75,525167943.32,525164438.32,3505.0,100000000000,99999949258.34,50741.66,6,12.0,36774478.35,36773854.6,623.75,425430094.93,425426589.93,3505.0,100000000000,99999949258.34,50741.66
4,20,8886,10.249953985214233,1.0,16.0,1.0,2,0,4,1600.0,173114262.42,150.0,2225.0,0,7200.0,1782273259.15,1200.0,6220.0,0,113385.4,400000000000,11902.08,271591.41,0,2,2,4.0,22532597.92,22532041.67,556.25,530641128.44,530639573.44,1555.0,100000000000,99999898486.69,101513.31,2,4.0,23648744.17,23648187.92,556.25,301034092.46,301032537.46,1555.0,100000000000,99999943307.3,56692.7,2,4.0,90158441.98,90157885.73,556.25,525167943.32,525166388.32,1555.0,100000000000,99999943307.3,56692.7,2,4.0,36774478.35,36773922.1,556.25,425430094.93,425428539.93,1555.0,100000000000,99999943307.3,56692.7
4,20,12146,5.014056921005249,1.0,0,1,0,0,5,1600.0,173114262.42,0,365.0,0,7200.0,1782273259.15,0,3600.0,0,113385.4,400000000000,0,271591.41,0,0,0,0,22532597.92,22532506.67,91.25,530641128.44,530640228.44,900.0,100000000000,99999898486.69,101513.31,0,0,23648744.17,23648652.92,91.25,301034092.46,301033192.46,900.0,100000000000,99999943307.3,56692.7,0,0,90158441.98,90158350.73,91.25,525167943.32,525167043.32,900.0,100000000000,99999943307.3,56692.7,0,0,36774478.35,36774387.1,91.25,425430094.93,425429194.93,900.0,100000000000,99999943307.3,56692.7
4,20,15430,15.05040168762207,1.0,0,1,0,0,6,1600.0,173114262.42,0,0,0,7200.0,1782273259.15,0,0,0,113385.4,400000000000,0,271591.41,0,0,0,0,22532597.92,22532597.92,0,530641128.44,530641128.44,0,100000000000,99999898486.69,101513.31,0,0,23648744.17,23648744.17,0,301034092.46,301034092.46,0,100000000000,99999943307.3,56692.7,0,0,90158441.98,90158441.98,0,525167943.32,525167943.32,0,100000000000,99999943307.3,56692.7,0,0,36774478.35,36774478.35,0,425430094.93,425430094.93,0,100000000000,99999943307.3,56692.7
4,20,0,0.0002090930938720703,1.0,0,1,0,0,0,600.0,224956797.69,0,0,0,3600.0,2490169992.4199996,0,0,0,135627.67,400000000000,0,0,0,0,0,0,48699869.5,48699869.5,0,589844790.73,589844790.73,0,100000000000,100000000000,0,0,0,36310084.33,36310084.33,0,731086516.18,731086516.18,0,100000000000,100000000000,0,0,0,65207567.67,65207567.67,0,654132233.14,654132233.14,0,100000000000,100000000000,0,0,0,74739276.19,74739276.19,0,515106452.37,515106452.37,0,100000000000,100000000000,0
4,20,854,10.652025938034058,1.0,48.0,1.0,6,0,1,600.0,224956797.69,715.0,715.0,0,3600.0,2490169992.4199996,3425.0,3425.0,0,135627.67,400000000000,47921.88,118972.06,0,6,6,12.0,48699869.5,48699690.75,178.75,589844790.73,589843934.48,856.25,100000000000,99999976039.06,23960.94,6,12.0,36310084.33,36309905.58,178.75,731086516.18,731085659.93,856.25,100000000000,99999952910.76,47089.24,6,12.0,65207567.67,65207388.92,178.75,654132233.14,654131376.89,856.25,100000000000,99999976039.06,23960.94,6,12.0,74739276.19,74739097.44,178.75,515106452.37,515105596.12,856.25,100000000000,99999976039.06,23960.94
4,20,2626,10.670079469680786,1.0,48.0,1.0,6,0,2,600.0,224956797.69,985.0,1700.0,0,3600.0,2490169992.4199996,10200.0,13625.0,0,135627.67,400000000000,32876.81,197206.7,0,6,6,12.0,48699869.5,48699444.5,425.0,589844790.73,589841384.48,3406.25,100000000000,99999959600.66,40399.34,6,12.0,36310084.33,36309659.33,425.0,731086516.18,731083109.93,3406.25,100000000000,99999923991.32,76008.68,6,12.0,65207567.67,65207142.67,425.0,654132233.14,654128826.89,3406.25,100000000000,99999959600.66,40399.34,6,12.0,74739276.19,74738851.19,425.0,515106452.37,515103046.12,3406.25,100000000000,99999959600.66,40399.34
4,20,5468,10.66430401802063,1.0,48.0,1.0,6,0,3,600.0,224956797.69,370.0,2020.0,0,3600.0,2490169992.4199996,4600.0,17225.0,0,135627.67,400000000000,43997.35,307200.06,0,6,6,12.0,48699869.5,48699364.5,505.0,589844790.73,589840484.48,4306.25,100000000000,99999937601.99,62398.01,6,12.0,36310084.33,36309579.33,505.0,731086516.18,731082209.93,4306.25,100000000000,99999879993.97,120006.03,6,12.0,65207567.67,65207062.67,505.0,654132233.14,654127926.89,4306.25,100000000000,99999937601.99,62398.01,6,12.0,74739276.19,74738771.19,505.0,515106452.37,515102146.12,4306.25,100000000000,99999937601.99,62398.01
4,20,8638,10.25072979927063,1.0,12.0,0.75,2,0,4,600.0,224956797.69,75.0,636.25,0,3600.0,2490169992.4199996,1200.0,9700.0,0,135627.67,400000000000,10831.64,327404.88,0,2,0,0,48699869.5,48699724.5,145.0,589844790.73,589842590.73,2200.0,100000000000,99999937601.99,62398.01,2,4.0,36310084.33,36309920.58,163.75,731086516.18,731084016.18,2500.0,100000000000,99999870620.79,129379.21,2,4.0,65207567.67,65207403.92,163.75,654132233.14,654129733.14,2500.0,100000000000,99999932186.17,67813.83,2,4.0,74739276.19,74739112.44,163.75,515106452.37,515103952.37,2500.0,100000000000,99999932186.17,67813.83
4,20,11940,5.014743089675903,1.0,0,1,0,0,5,600.0,224956797.69,0,225.0,0,3600.0,2490169992.4199996,0,2400.0,0,135627.67,400000000000,0,332820.7,0,0,0,0,48699869.5,48699813.25,56.25,589844790.73,589844190.73,600.0,100000000000,99999932186.17,67813.83,0,0,36310084.33,36310028.08,56.25,731086516.18,731085916.18,600.0,100000000000,99999870620.79,129379.21,0,0,65207567.67,65207511.42,56.25,654132233.14,654131633.14,600.0,100000000000,99999932186.17,67813.83,0,0,74739276.19,74739219.94,56.25,515106452.37,515105852.37,600.0,100000000000,99999932186.17,67813.83
4,20,15258,15.04229474067688,1.0,0,1,0,0,6,600.0,224956797.69,0,0,0,3600.0,2490169992.4199996,0,0,0,135627.67,400000000000,0,332820.7,0,0,0,0,48699869.5,48699869.5,0,589844790.73,589844790.73,0,100000000000,99999932186.17,67813.83,0,0,36310084.33,36310084.33,0,731086516.18,731086516.18,0,100000000000,99999870620.79,129379.21,0,0,65207567.67,65207567.67,0,654132233.14,654132233.14,0,100000000000,99999932186.17,67813.83,0,0,74739276.19,74739276.19,0,515106452.37,515106452.37,0,100000000000,99999932186.17,67813.83
4,20,0,9.393692016601562e-05,1.0,0,1,0,0,0,300.0,209350422.12,0,0,0,7200.0,2274620064.29,0,0,0,87318.22,400000000000,0,0,0,0,0,0,74238970.69,74238970.69,0,541135537.81,541135537.81,0,100000000000,100000000000,0,0,0,50577895.93,50577895.93,0,670939848.49,670939848.49,0,100000000000,100000000000,0,0,0,47745455.94,47745455.94,0,558750565.7,558750565.7,0,100000000000,100000000000,0,0,0,36788099.56,36788099.56,0,503794112.29,503794112.29,0,100000000000,100000000000,0
4,20,824,10.631228685379028,1.0,48.0,1.0,6,0,1,300.0,209350422.12,500.0,500.0,0,7200.0,2274620064.29,5800.0,5800.0,0,87318.22,400000000000,21080.66,49895.39,0,6,6,12.0,74238970.69,74238845.69,125.0,541135537.81,541134087.81,1450.0,100000000000,99999989459.67,10540.33,6,12.0,50577895.93,50577770.93,125.0,670939848.49,670938398.49,1450.0,100000000000,99999989459.67,10540.33,6,12.0,47745455.94,47745330.94,125.0,558750565.7,558749115.7,1450.0,100000000000,99999984013.87,15986.13,6,12.0,36788099.56,36787974.56,125.0,503794112.29,503792662.29,1450.0,100000000000,99999987171.4,12828.6
4,20,2460,10.645219564437866,1.0,48.0,1.0,6,0,2,300.0,209350422.12,410.0,910.0,0,7200.0,2274620064.29,4000.0,9800.0,0,87318.22,400000000000,30487.11,148013.6,0,6,6,12.0,74238970.69,74238743.19,227.5,541135537.81,541133087.81,2450.0,100000000000,99999974216.11,25783.89,6,12.0,50577895.93,50577668.43,227.5,670939848.49,670937398.49,2450.0,100000000000,99999974216.11,25783.89,6,12.0,47745455.94,47745228.44,227.5,558750565.7,558748115.7,2450.0,100000000000,99999956868.24,43131.76,6,12.0,36788099.56,36787872.06,227.5,503794112.29,503791662.29,2450.0,100000000000,99999946685.94,53314.06
4,20,0,0.0001735687255859375,1.0,0,1,0,0,0,100.0,253554773.79000002,0,0,0,1800.0,1562310443.6999998,0,0,0,105209.74,400000000000,0,0,0,0,0,0,51799110.16,51799110.16,0,296853470.95,296853470.95,0,100000000000,100000000000,0,0,0,99852220.95,99852220.95,0,267976995.8,267976995.8,0,100000000000,100000000000,0,0,0,60265416.06,60265416.06,0,464361213.82,464361213.82,0,100000000000,100000000000,0,0,0,41638026.62,41638026.62,0,533118763.13,533118763.13,0,100000000000,100000000000,0
4,20,914,10.658618450164795,1.0,48.0,1.0,6,0,1,100.0,253554773.79000002,385.0,385.0,0,1800.0,1562310443.6999998,3600.0,3600.0,0,105209.74,400000000000,30708.41,78734.71,0,6,6,12.0,51799110.16,51799013.91,96.25,296853470.95,296852570.95,900.0,100000000000,99999984645.8,15354.2,6,12.0,99852220.95,99852124.7,96.25,267976995.8,267976095.8,900.0,100000000000,99999984645.8,15354.2,6,12.0,60265416.06,60265319.81,96.25,464361213.82,464360313.82,900.0,100000000000,99999980688.43,19311.57,6,12.0,41638026.62,41637930.37,96.25,533118763.13,533117863.13,900.0,100000000000,99999971285.26,28714.74
4,20,2756,10.643181562423706,1.0,48.0,1.0,6,0,2,100.0,253554773.79000002,375.0,760.0,0,1800.0,1562310443.6999998,5200.0,8800.0,0,105209.74,400000000000,30820.41,154437.93,0,6,6,12.0,51799110.16,51798920.16,190.0,296853470.95,296851270.95,2200.0,100000000000,99999969235.59,30764.41,6,12.0,99852220.95,99852030.95,190.0,267976995.8,267974795.8,2200.0,100000000000,99999969235.59,30764.41,6,12.0,60265416.06,60265226.06,190.0,464361213.82,464359013.82,2200.0,100000000000,99999965278.23,34721.77,6,12.0,41638026.62,41637836.62,190.0,533118763.13,533116563.13,2200.0,100000000000,99999941812.66,58187.34
4,20,5344,10.637026309967041,1.0,48.0,1.0,6,0,3,100.0,253554773.79000002,450.0,1075.0,0,1800.0,1562310443.6999998,3600.0,10600.0,0,105209.74,400000000000,35706.23,237752.44,0,6,6,12.0,51799110.16,51798841.41,268.75,296853470.95,296850820.95,2650.0,100000000000,99999951382.48,48617.52,6,12.0,99852220.95,99851952.2,268.75,267976995.8,267974345.8,2650.0,100000000000,99999951382.48,48617.52,6,12.0,60265416.06,60265147.31,268.75,464361213.82,464358563.82,2650.0,100000000000,99999947425.12,52574.88,6,12.0,41638026.62,41637757.87,268.75,533118763.13,533116113.13,2650.0,100000000000,99999912057.48,87942.52
4,20,8244,10.244852781295776,1.0,16.0,1.0,2,0,4,100.0,253554773.79000002,200.0,875.0,0,1800.0,1562310443.6999998,1200.0,8400.0,0,105209.74,400000000000,7974.7,255695.52,0,2,2,4.0,51799110.16,51798891.41,218.75,296853470.95,296851370.95,2100.0,100000000000,99999947395.13,52604.87,2,4.0,99852220.95,99852002.2,218.75,267976995.8,267974895.8,2100.0,100000000000,99999947395.13,52604.87,2,4.0,60265416.06,60265197.31,218.75,464361213.82,464359113.82,2100.0,100000000000,99999943437.77,56562.23,2,4.0,41638026.62,41637807.87,218.75,533118763.13,533116663.13,2100.0,100000000000,99999906076.45,93923.55
4,20,11168,10.013174057006836,1.0,0,1,0,0,5,100.0,253554773.79000002,0,500.0,0,1800.0,1562310443.6999998,0,3600.0,0,105209.74,400000000000,0,255695.52,0,0,0,0,51799110.16,51798985.16,125.0,296853470.95,296852570.95,900.0,100000000000,99999947395.13,52604.87,0,0,99852220.95,99852095.95,125.0,267976995.8,267976095.8,900.0,100000000000,99999947395.13,52604.87,0,0,60265416.06,60265291.06,125.0,464361213.82,464360313.82,900.0,100000000000,99999943437.77,56562.23,0,0,41638026.62,41637901.62,125.0,533118763.13,533117863.13,900.0,100000000000,99999906076.45,93923.55
4,20,14092,10.020687818527222,1.0,0,1,0,0,6,100.0,253554773.79000002,0,500.0,0,1800.0,1562310443.6999998,0,3600.0,0,105209.74,400000000000,0,255695.52,0,0,0,0,51799110.16,51798985.16,125.0,296853470.95,296852570.95,900.0,100000000000,99999947395.13,52604.87,0,0,99852220.95,99852095.95,125.0,267976995.8,267976095.8,900.0,100000000000,99999947395.13,52604.87,0,0,60265416.06,60265291.06,125.0,464361213.82,464360313.82,900.0,100000000000,99999943437.77,56562.23,0,0,41638026.62,41637901.62,125.0,533118763.13,533117863.13,900.0,100000000000,99999906076.45,93923.55
