,job_id,user,num_gpu,num_cpu,num_pod,duration,job_name,submit_time,group,gpu_type,wait_time,user_dur,group_dur,group_gpu_dur,read_count,write_count,num_inst,size,on_time,wasted,jct,resource,node
275,275,0,50,600,1.0,235,1ccc18d7d13073b642b3a016,0,3dc292173c00d31e1d6319863d45c2f4,T4,4,386.0,215.0,215.0,3003.4444444444453,945.6428571428572,1,152750,0,0,-1,"[50, 600]",
279,279,0,50,600,1.0,215,1ccc18d7d13073b642b3a016,0,05142f828519e1848cd42d62c7778483,T4,3,386.0,225.0,225.0,3003.4444444444453,945.6428571428572,1,139750,0,0,-1,"[50, 600]",
283,283,0,50,600,1.0,235,1ccc18d7d13073b642b3a016,0,8c9c489d136982329a90eeff05953aaa,T4,3,386.0,224.0,224.0,3003.4444444444453,945.6428571428572,1,152750,0,0,-1,"[50, 600]",
284,284,0,50,600,1.0,245,1ccc18d7d13073b642b3a016,0,b081ee9127590b0477192a95dc79f1ed,T4,3,386.0,240.5,240.5,3003.4444444444453,945.6428571428572,1,159250,0,0,-1,"[50, 600]",
292,292,0,50,600,1.0,2076,1ccc18d7d13073b642b3a016,0,3e16132ad0cac3452ca06689d26e135d,T4,1863,386.0,215.0,215.0,3003.4444444444453,945.6428571428572,1,1349400,0,0,-1,"[50, 600]",
454,454,0,1000,12000,20.0,795,1ccc18d7d13073b642b3a016,0,8a88dbdc288724c4a95697883e2808fd,T4,3,386.0,795.0,795.0,3003.4444444444453,945.6428571428572,1,10335000,0,0,-1,"[1000, 12000]",
609,609,1,100,1000,1.0,4989,51b6f00b1d81d3a5ddd582ab,0,d47afdc2f543be90b5a42eb229f6553b,MISC,4687,1310.0,1110.0,1046.5,6394.756990820136,3066.124257021609,1,5487900,0,0,-1,"[100, 1000]",
1069,1069,2,50,600,1.0,990,0381d6db958250b056960f1d,0,f5a8f8a39a3cd0aae00058d7a648b5f1,T4,3,3123.5,844.5,853.5,7468.122727272727,1580.344647545628,1,643500,0,0,-1,"[50, 600]",
1286,1286,3,1000,12000,20.0,36456,36dee9eabb9570587bc26052,0,d02b0f0332a141b720782472f46583ab,MISC,101,3051.0,5059.5,4244.5,5330.531936555568,19509.364041408466,1,473928000,0,0,-1,"[1000, 12000]",
1360,1360,4,50,600,1.0,1813,d894fd1af131ed7a296716b5,0,e90d6d7d68b3fbed236c9391725cee84,MISC,7,345.0,2570.0,2241.0,7914.727272727273,995.821870701513,1,1178450,0,0,-1,"[50, 600]",
1376,1376,5,1000,10000,10.0,84,d31da220e964fb2f1ace98f6,0,9e0895877d331106a40b2c06839bf479,MISC,13,1167.5,138.0,94.5,3191.56338028169,2719.064516129032,1,924000,0,0,-1,"[1000, 10000]",
1378,1378,4,50,600,1.0,1507,d894fd1af131ed7a296716b5,0,3779b600aec87bb53a7016a7e0cbc978,MISC,10,345.0,1990.0,1990.0,7914.727272727273,995.821870701513,1,979550,0,0,-1,"[50, 600]",
1379,1379,0,1000,12000,20.0,4394,1ccc18d7d13073b642b3a016,0,87ff629a24f27828dde08636ba13e5f9,T4,3,386.0,4394.0,4394.0,3003.4444444444453,945.6428571428572,1,57122000,0,0,-1,"[1000, 12000]",
1397,1397,4,50,600,1.0,1657,d894fd1af131ed7a296716b5,0,c69e054255df532b4885852192347e6e,MISC,13,345.0,2537.0,2537.0,7914.727272727273,995.821870701513,1,1077050,0,0,-1,"[50, 600]",
1465,1465,6,50,600,1.0,30282,8ccb9c9fe88b53537e096dd9,0,83c0de2821d4126b5311080728711240,MISC,10,7180.0,29889.0,30077.0,1975.2819939932187,1470.2898442789435,1,19683300,0,0,-1,"[50, 600]",
1746,1746,4,50,600,1.0,1948,d894fd1af131ed7a296716b5,0,8a26629e996c99ebb3b05532c2c0b27f,MISC,5,345.0,3138.0,3264.5,7914.727272727273,995.821870701513,1,1266200,0,0,-1,"[50, 600]",
1824,1824,6,50,600,1.0,10832,8ccb9c9fe88b53537e096dd9,0,3b3a9a3e689e54acb4a58736a447d6af,MISC,13,7180.0,10576.5,10642.0,1975.2819939932187,1470.2898442789435,1,7040800,0,0,-1,"[50, 600]",
1955,1955,0,500,6000,10.0,85,1ccc18d7d13073b642b3a016,0,406c0a933597ad0aa055c1c8669ef652,T4,3,386.0,82.0,82.0,3003.4444444444453,945.6428571428572,1,552500,0,0,-1,"[500, 6000]",
1956,1956,0,500,6000,10.0,83,1ccc18d7d13073b642b3a016,0,7e4a6848445c8ee7d92141b2159394f6,T4,3,386.0,82.0,82.0,3003.4444444444453,945.6428571428572,1,539500,0,0,-1,"[500, 6000]",
1969,1969,0,500,6000,10.0,297,1ccc18d7d13073b642b3a016,0,765e22453d27266bd57be9da347f40a2,T4,3,386.0,369.0,369.0,3003.4444444444453,945.6428571428572,1,1930500,0,0,-1,"[500, 6000]",
1997,1997,0,500,6000,10.0,326,1ccc18d7d13073b642b3a016,0,11b04fbe69760358c2d1573ee686d23b,T4,2,386.0,346.5,347.0,3003.4444444444453,945.6428571428572,1,2119000,0,0,-1,"[500, 6000]",
2091,2091,7,200,3000,2.0,1216,5efca795c284664053c676be,0,be51924d7e42f3c8a96b22365a789a0c,MISC,8,7442.5,2522.5,2421.0,3305.6188430885813,541.820043134597,1,3891200,0,0,-1,"[200, 3000]",
2138,2138,8,50,600,1.0,242,4338499d3c24cc35be17b44c,0,720d61c45b87a430543699758145e444,MISC,6,436.0,226.0,226.0,3987.3481058112393,2143.128573005187,1,157300,0,0,-1,"[50, 600]",
2176,2176,4,50,600,1.0,2833,d894fd1af131ed7a296716b5,0,08ef3002dadc936c13dc57693081c1e2,MISC,7,345.0,3402.0,3214.0,7914.727272727273,995.821870701513,1,1841450,0,0,-1,"[50, 600]",
2180,2180,4,50,600,1.0,2114,d894fd1af131ed7a296716b5,0,61c29e42702b564efec294fb23f22890,MISC,7,345.0,3368.0,3160.0,7914.727272727273,995.821870701513,1,1374100,0,0,-1,"[50, 600]",
2241,2241,6,50,600,1.0,2473,8ccb9c9fe88b53537e096dd9,0,6f99e6d070eb7e8f4c444aff9d53a210,MISC,6,7180.0,2805.0,2788.5,1975.2819939932187,1470.2898442789435,1,1607450,0,0,-1,"[50, 600]",
2260,2260,6,800,9600,16.0,14372,8ccb9c9fe88b53537e096dd9,0,584316117a4af2abfa6641bbe0608b71,MISC,11,7180.0,13328.0,13441.0,1975.2819939932187,1470.2898442789435,1,149468800,0,0,-1,"[800, 9600]",
2343,2343,6,800,9600,16.0,13202,8ccb9c9fe88b53537e096dd9,0,d56493b53ec3b83e09e0f74668b9ec39,MISC,5,7180.0,11528.0,12029.0,1975.2819939932187,1470.2898442789435,1,137300800,0,0,-1,"[800, 9600]",
2472,2472,9,50,600,1.0,578,27fe3bcbb296170406b340f5,0,5d589b867975c11c931e0784f24f0d60,T4,3,598.0,2004.0,1803.0,7059.099462365592,6241.3239759887,1,375700,0,0,-1,"[50, 600]",
2513,2513,0,1000,12000,20.0,1713,1ccc18d7d13073b642b3a016,0,733f16beb987c137eaa69662966dd39a,T4,3,386.0,1696.0,1696.0,3003.4444444444453,945.6428571428572,1,22269000,0,0,-1,"[1000, 12000]",
2899,2899,10,7500,90000,150.0,4235,0272670bed9659e6a76e6998,0,11a954e94667a4d670f475c9594da847,P100,6,1266.0,2380.0,2119.0,9738.765763936628,7038.517481129423,1,412912500,0,0,-1,"[7500, 90000]",
2974,2974,11,2500,30000,50.0,939,e8efa65aa22dff1e98ff15d7,0,9810b4bd59261ac4a9132f45e605a4a0,P100,7,816.0,1116.0,939.0,5226.847594637224,2745.435606060606,1,30517500,0,0,-1,"[2500, 30000]",
3207,3207,12,50,600,1.0,172,3e5fb00bf43aa67ee5c2b6d5,0,d57a3896094509dfe0c35d5a80f77d54,MISC,8,435.0,170.0,166.0,2872.061334769974,4314.033431085044,1,111800,0,0,-1,"[50, 600]",
3337,3337,9,50,600,1.0,648,27fe3bcbb296170406b340f5,0,eb5dc66085ac176d7afb72eb653532ab,T4,3,598.0,56.0,56.0,7059.099462365592,6241.3239759887,1,421200,0,0,-1,"[50, 600]",
3550,3550,8,50,600,1.0,222,4338499d3c24cc35be17b44c,0,79798f4e0f632aa5986c268cfc2c2e3f,MISC,14,436.0,227.0,227.0,3987.3481058112393,2143.128573005187,1,144300,0,0,-1,"[50, 600]",
3731,3731,9,50,600,1.0,1549,27fe3bcbb296170406b340f5,0,fbd18c19840a278b03caef88a3f9fd6d,T4,934,598.0,46.0,46.0,7059.099462365592,6241.3239759887,1,1006850,0,0,-1,"[50, 600]",
3955,3955,4,50,600,1.0,3569,d894fd1af131ed7a296716b5,0,57160457e9592327a15f4a05120531f4,MISC,11,345.0,3927.5,3568.0,7914.727272727273,995.821870701513,1,2319850,0,0,-1,"[50, 600]",
3971,3971,4,50,600,1.0,394,d894fd1af131ed7a296716b5,0,53722695a64a8d5c201c83cf33a20ff3,MISC,9,345.0,723.0,588.0,7914.727272727273,995.821870701513,1,256100,0,0,-1,"[50, 600]",
3990,3990,4,50,600,1.0,5469,d894fd1af131ed7a296716b5,0,1f30e2fe52969be62b89e7d47bf793d8,MISC,11,345.0,4221.0,4494.0,7914.727272727273,995.821870701513,1,3554850,0,0,-1,"[50, 600]",
3994,3994,4,50,600,1.0,5325,d894fd1af131ed7a296716b5,0,89f0f10cae84a5dac248f04e7e148615,MISC,11,345.0,4106.0,4163.0,7914.727272727273,995.821870701513,1,3461250,0,0,-1,"[50, 600]",
4032,4032,4,50,600,1.0,5441,d894fd1af131ed7a296716b5,0,05c37733f2823578f5de23fbf3e79a85,MISC,5,345.0,4138.0,4505.5,7914.727272727273,995.821870701513,1,3536650,0,0,-1,"[50, 600]",
4119,4119,8,50,600,1.0,288,4338499d3c24cc35be17b44c,0,0d3ac13f23bf9851786ae7402a94c462,MISC,12,436.0,256.0,258.0,3987.3481058112393,2143.128573005187,1,187200,0,0,-1,"[50, 600]",
4213,4213,9,50,600,1.0,46,27fe3bcbb296170406b340f5,0,bf3e6352d331eb51bd2ee36e5b6e59a8,T4,3,598.0,46.0,46.0,7059.099462365592,6241.3239759887,1,29900,0,0,-1,"[50, 600]",
4421,4421,13,500,6000,10.0,16093,fdca1b26347a096dc8cd73ec,0,b5a910974481d20ea9f7d845ef297d33,MISC,3,937.0,20245.0,20308.0,2724.4435767195764,1338.1471555267144,1,104604500,0,0,-1,"[500, 6000]",
4433,4433,13,500,6000,10.0,32984,fdca1b26347a096dc8cd73ec,0,e2481bf4032590b56bf6204ac78fdcec,MISC,11,937.0,28194.0,29875.5,2724.4435767195764,1338.1471555267144,1,214396000,0,0,-1,"[500, 6000]",
4542,4542,14,800,8000,80.0,2131,da83de84f03f9ac157a419bb,0,6548bbbae1029840524d829bcc8a33f3,MISC,10,2748.0,2824.0,2791.0,4685.402777777778,2328.8672200223373,1,18752800,0,0,-1,"[800, 8000]",
4827,4827,4,50,600,1.0,12411,d894fd1af131ed7a296716b5,0,41088425867893be91bf8971328c791d,MISC,11,345.0,13371.0,13396.5,7914.727272727273,995.821870701513,1,8067150,0,0,-1,"[50, 600]",
4877,4877,2,1000,12000,20.0,33,0381d6db958250b056960f1d,0,17f414ff2bc6f2bac097d8ddb73ed01e,T4,3,3123.5,44.0,33.0,7468.122727272727,1580.344647545628,1,429000,0,0,-1,"[1000, 12000]",
5077,5077,15,1500,15000,30.0,21926,b53f9ebd1eeeea726d1dac78,0,e13209371dacb6453dcb3898c38d505d,MISC,7,2432.0,7839.0,7736.0,497.76153091265945,346.7373949579832,1,361779000,0,0,-1,"[1500, 15000]",
5148,5148,8,1250,15000,50.0,384,4338499d3c24cc35be17b44c,0,47a16fd7f60d7b3c5c5e0487748e31c2,MISC,11,436.0,307.0,302.0,3987.3481058112393,2143.128573005187,1,6240000,0,0,-1,"[1250, 15000]",
5658,5658,16,50,600,1.0,260,143b087a9cf31f7f5c1b09ba,0,a0223bd0e855ec9170ec0bc23e09115e,MISC,6,297.0,260.0,256.0,3781.659090909091,1990.7692307692307,1,169000,0,0,-1,"[50, 600]",
5800,5800,13,50,600,1.0,551,fdca1b26347a096dc8cd73ec,0,4da7fadfe0f3855229ad8780aab1e1ac,MISC,10,937.0,469.0,441.5,2724.4435767195764,1338.1471555267144,1,358150,0,0,-1,"[50, 600]",
5889,5889,13,50,600,1.0,171,fdca1b26347a096dc8cd73ec,0,aa7b9b0e05c06157d107a5e867674656,MISC,6,937.0,198.5,167.0,2724.4435767195764,1338.1471555267144,1,111150,0,0,-1,"[50, 600]",
5995,5995,17,100,1000,1.0,7,59aa78d1d37936ce6cce7efd,0,93a4090687753b3ffb48e44064afc1ff,T4,3,7.0,40.0,40.0,11947.0,9607.875,1,7700,0,0,-1,"[100, 1000]",
6153,6153,2,1500,18000,30.0,244,0381d6db958250b056960f1d,0,c94c89b216436e81d23813d42f100e51,T4,2,3123.5,205.0,163.0,7468.122727272727,1580.344647545628,1,4758000,0,0,-1,"[1500, 18000]",
6289,6289,8,50,600,1.0,325,4338499d3c24cc35be17b44c,0,2f6bce41e633f8f40f67780128462eca,MISC,5,436.0,334.0,334.0,3987.3481058112393,2143.128573005187,1,211250,0,0,-1,"[50, 600]",
6342,6342,18,1000,12000,40.0,8264,4d8fee7f10bd7edbb75b96b3,0,8fea18b9ab15214f1d2fbd2de2927b2b,MISC,5,1515.0,7081.0,7055.0,2691.0274864989224,1519.4008924865088,1,107432000,0,0,-1,"[1000, 12000]",
6789,6789,11,1250,15000,50.0,835,e8efa65aa22dff1e98ff15d7,0,8b2bc8cf2b5028cd158ea87707f8e391,MISC,7,816.0,935.5,905.0,5275.162420382166,2387.6296296296296,1,13568750,0,0,-1,"[1250, 15000]",
6871,6871,11,2500,30000,50.0,3849,e8efa65aa22dff1e98ff15d7,0,9396e72ea1919e1ec6020a7193ec99c4,MISC,51,816.0,3364.5,3457.0,5275.162420382166,2387.6296296296296,1,125092500,0,0,-1,"[2500, 30000]",
6952,6952,8,50,600,1.0,274,4338499d3c24cc35be17b44c,0,a970ec917493eeb060ff56cce31d2f6e,MISC,7,436.0,303.0,303.0,3987.3481058112393,2143.128573005187,1,178100,0,0,-1,"[50, 600]",
7076,7076,18,1600,16000,80.0,1135,4d8fee7f10bd7edbb75b96b3,0,37e91384a23abd132173993af1cf1d01,MISC,11,1515.0,872.5,824.0,2691.0274864989224,1519.4008924865088,1,19976000,0,0,-1,"[1600, 16000]",
7084,7084,14,800,8000,80.0,2791,da83de84f03f9ac157a419bb,0,6548bbbae1029840524d829bcc8a33f3,MISC,11,2748.0,2824.0,2791.0,4685.402777777778,2328.8672200223373,1,24560800,0,0,-1,"[800, 8000]",
7111,7111,17,100,1000,1.0,7,59aa78d1d37936ce6cce7efd,0,b9aeebfc4ad891c6710b522a6d9ee2d0,T4,3,7.0,7.0,7.0,11947.0,9607.875,1,7700,0,0,-1,"[100, 1000]",
7166,7166,4,50,600,1.0,1508,d894fd1af131ed7a296716b5,0,ae79dc4e0228b63cffcd2d351bb1e750,MISC,8,345.0,1524.0,1524.0,7914.727272727273,995.821870701513,1,980200,0,0,-1,"[50, 600]",
7185,7185,4,50,600,1.0,218,d894fd1af131ed7a296716b5,0,d2f9383c98386d925b4be2d721dc01f2,MISC,4,345.0,250.0,248.0,7914.727272727273,995.821870701513,1,141700,0,0,-1,"[50, 600]",
7202,7202,13,50,600,1.0,438,fdca1b26347a096dc8cd73ec,0,0695ef420a4b04dc23ee342057aa0a26,MISC,13,937.0,526.5,486.0,2724.4435767195764,1338.1471555267144,1,284700,0,0,-1,"[50, 600]",
7365,7365,4,50,600,1.0,945,d894fd1af131ed7a296716b5,0,32d855318c19e73fe837ed92c4ffe773,MISC,8,345.0,1068.0,1058.5,7914.727272727273,995.821870701513,1,614250,0,0,-1,"[50, 600]",
7370,7370,4,50,600,1.0,1788,d894fd1af131ed7a296716b5,0,9b63e2c69d7efc3dde1e323e7e207266,MISC,14,345.0,1604.0,1604.0,7914.727272727273,995.821870701513,1,1162200,0,0,-1,"[50, 600]",
7381,7381,4,50,600,1.0,562,d894fd1af131ed7a296716b5,0,650846b5f7126fbcff992b2339745156,MISC,7,345.0,667.5,668.0,7914.727272727273,995.821870701513,1,365300,0,0,-1,"[50, 600]",
7476,7476,4,50,600,1.0,506,d894fd1af131ed7a296716b5,0,c8aaa35c32834cce60c70f4a3ce2e33d,MISC,10,345.0,295.0,295.0,7914.727272727273,995.821870701513,1,328900,0,0,-1,"[50, 600]",
7496,7496,4,50,600,1.0,743,d894fd1af131ed7a296716b5,0,0903403a5401bbcbe3fb2d39a4ba6932,MISC,6,345.0,667.5,662.0,7914.727272727273,995.821870701513,1,482950,0,0,-1,"[50, 600]",
7553,7553,4,50,600,1.0,1894,d894fd1af131ed7a296716b5,0,c25a8a3bc33b50142e46ede63dd783a8,MISC,6,345.0,799.0,898.5,7914.727272727273,995.821870701513,1,1231100,0,0,-1,"[50, 600]",
7603,7603,19,50,600,1.0,45,07a7440f33d2bfb59804064b,0,9d8291240012bbf0cae9b14e076ff939,T4,3,1205.5,46.0,46.0,2916.910652920962,2250.415735359857,1,29250,0,0,-1,"[50, 600]",
7608,7608,4,50,600,1.0,1437,d894fd1af131ed7a296716b5,0,3b24ff00b1232eeef6243db25ff439a9,MISC,13,345.0,1300.0,1310.0,7914.727272727273,995.821870701513,1,934050,0,0,-1,"[50, 600]",
7617,7617,4,50,600,1.0,284,d894fd1af131ed7a296716b5,0,6150e6a8d79196a113453371726107ee,MISC,10,345.0,257.5,252.5,7914.727272727273,995.821870701513,1,184600,0,0,-1,"[50, 600]",
7627,7627,4,50,600,1.0,977,d894fd1af131ed7a296716b5,0,07bd0af00cf0265ec5ff28b4e4dfccce,P100,12,345.0,1014.0,1014.0,11948.910096818809,7097.918699186992,1,635050,0,0,-1,"[50, 600]",
7628,7628,4,50,600,1.0,970,d894fd1af131ed7a296716b5,0,ba4a3835f5c78a208f7207d9472e1169,MISC,23,345.0,1065.0,1067.5,7914.727272727273,995.821870701513,1,630500,0,0,-1,"[50, 600]",
7635,7635,4,50,600,1.0,1699,d894fd1af131ed7a296716b5,0,bb834b85f083af5ae0212c2b76a0ce8a,P100,11,345.0,1870.0,1870.5,11948.910096818809,7097.918699186992,1,1104350,0,0,-1,"[50, 600]",
7701,7701,6,50,600,1.0,51679,8ccb9c9fe88b53537e096dd9,0,76ee811693e7f541815d1c07edbadd60,MISC,11,7180.0,53344.0,53509.0,1975.2819939932187,1470.2898442789435,1,33591350,0,0,-1,"[50, 600]",
7706,7706,6,50,600,1.0,72169,8ccb9c9fe88b53537e096dd9,0,5999fabf0078e1f308a88862ca7f5579,MISC,8,7180.0,54975.0,55140.0,1975.2819939932187,1470.2898442789435,1,46909850,0,0,-1,"[50, 600]",
7723,7723,6,50,600,1.0,49293,8ccb9c9fe88b53537e096dd9,0,ebb378b5296f1d1fd46bf37c4b2f5687,MISC,7,7180.0,52842.0,52842.0,1975.2819939932187,1470.2898442789435,1,32040450,0,0,-1,"[50, 600]",
7742,7742,6,50,600,1.0,47337,8ccb9c9fe88b53537e096dd9,0,a5a1318f80cb01048cb16827c2b7fe49,MISC,7,7180.0,55412.0,54087.5,1975.2819939932187,1470.2898442789435,1,30769050,0,0,-1,"[50, 600]",
7744,7744,6,50,600,1.0,56732,8ccb9c9fe88b53537e096dd9,0,09c8e2323a4f289d228370e4b8176cd9,MISC,6,7180.0,54883.0,52467.5,1975.2819939932187,1470.2898442789435,1,36875800,0,0,-1,"[50, 600]",
7746,7746,6,50,600,1.0,56880,8ccb9c9fe88b53537e096dd9,0,af23355a78ef73ea139abfc458566371,MISC,6,7180.0,54998.0,54265.5,1975.2819939932187,1470.2898442789435,1,36972000,0,0,-1,"[50, 600]",
7817,7817,4,50,600,1.0,1641,d894fd1af131ed7a296716b5,0,05bd92a3633babfd0a9b206821f13f16,MISC,9,345.0,1236.5,1316.0,7914.727272727273,995.821870701513,1,1066650,0,0,-1,"[50, 600]",
7828,7828,4,50,600,1.0,1426,d894fd1af131ed7a296716b5,0,2861f05e7314b1340fa5f0a40c18d77e,MISC,10,345.0,1257.0,1334.5,7914.727272727273,995.821870701513,1,926900,0,0,-1,"[50, 600]",
7829,7829,4,50,600,1.0,1423,d894fd1af131ed7a296716b5,0,d073f302807594addd0548f09a3b61a5,MISC,10,345.0,1235.0,1240.0,7914.727272727273,995.821870701513,1,924950,0,0,-1,"[50, 600]",
7830,7830,4,50,600,1.0,1099,d894fd1af131ed7a296716b5,0,28369b650a727129357f22d319eea48f,MISC,10,345.0,1047.0,1054.0,7914.727272727273,995.821870701513,1,714350,0,0,-1,"[50, 600]",
8269,8269,13,50,600,1.0,217,fdca1b26347a096dc8cd73ec,0,f44435bcd49a1b561e7cf37bfc424561,MISC,13,937.0,215.0,190.0,2724.4435767195764,1338.1471555267144,1,141050,0,0,-1,"[50, 600]",
8363,8363,20,50,600,1.0,3993,40df54e413d319037102e297,0,cfe03342b3b41915fbe0749b4d9f9d21,MISC,9,1140.0,2372.0,2356.0,2715.948717948718,2329.693755347013,1,2595450,0,0,-1,"[50, 600]",
8411,8411,21,100,1000,1.0,56,341592bf32fc1f7eb755b0cd,0,8c467853bd09493a06fb0df25edef98c,T4,2,824.0,711.0,711.0,5114.694733619106,2652.1970132238944,1,61600,0,0,-1,"[100, 1000]",
8704,8704,0,50,600,1.0,255,1ccc18d7d13073b642b3a016,0,6a7f3acdb0aff978d7d8843e32fb0b1b,T4,3,386.0,215.5,215.5,3003.4444444444453,945.6428571428572,1,165750,0,0,-1,"[50, 600]",
8710,8710,0,50,600,1.0,1127,1ccc18d7d13073b642b3a016,0,45b98c6769ea41c85e8d435b5c4807c9,T4,935,386.0,226.0,226.0,3003.4444444444453,945.6428571428572,1,732550,0,0,-1,"[50, 600]",
8768,8768,0,50,600,1.0,456,1ccc18d7d13073b642b3a016,0,1c30d18afb4ed4e1c473b249ef253be7,T4,3,386.0,391.5,391.5,3003.4444444444453,945.6428571428572,1,296400,0,0,-1,"[50, 600]",
8877,8877,13,800,8000,8.0,447,fdca1b26347a096dc8cd73ec,0,abfa6e3d508a7c92a886c4803fc369f4,P100,9,937.0,484.5,501.0,2447.736021300875,1027.1399317406144,1,3933600,0,0,-1,"[800, 8000]",
9134,9134,4,50,600,1.0,957,d894fd1af131ed7a296716b5,0,440d427e88df2cfe7d4fb96afec509f4,MISC,8,345.0,2052.0,2052.0,7914.727272727273,995.821870701513,1,622050,0,0,-1,"[50, 600]",
9152,9152,4,50,600,1.0,1165,d894fd1af131ed7a296716b5,0,9d29b05a3997a9fdfdcdb2e74a0a2eb9,MISC,6,345.0,2099.0,2099.0,7914.727272727273,995.821870701513,1,757250,0,0,-1,"[50, 600]",
9286,9286,4,50,600,1.0,2309,d894fd1af131ed7a296716b5,0,15112f0e8b8adfd000b71cac0e43ea73,MISC,12,345.0,4031.0,3821.0,7914.727272727273,995.821870701513,1,1500850,0,0,-1,"[50, 600]",
9287,9287,4,50,600,1.0,3275,d894fd1af131ed7a296716b5,0,bcfb677a637a52a014edaa3ca71187eb,MISC,14,345.0,3389.0,3290.0,7914.727272727273,995.821870701513,1,2128750,0,0,-1,"[50, 600]",
9288,9288,4,50,600,1.0,1360,d894fd1af131ed7a296716b5,0,c2533526c6b54cecab0d07818fc9ada7,MISC,10,345.0,2249.5,2196.0,7914.727272727273,995.821870701513,1,884000,0,0,-1,"[50, 600]",
